BEGIN_DAY,STATE,MONTH_NAME,EVENT_TYPE,DAMAGE_PROPERTY,MONT,BEGIN_LON
21,NEW YORK,August,Hail,,42.77,-73.69
26,MISSOURI,August,Thunderstorm Wind,20.00K,37.83,-92.14
26,MISSOURI,August,Thunderstorm Wind,25.00K,37.34,-93.71
26,MISSOURI,August,Thunderstorm Wind,0.00K,37.77,-92.11
26,MISSOURI,August,Thunderstorm Wind,40.00K,37.25,-93.69
8,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,42.12,-69.7
8,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,41.53,-70.66
22,ATLANTIC NORTH,August,Marine Thunderstorm Wind,,39.32,-76.25
20,INDIANA,August,Thunderstorm Wind,10.00K,39.43,-85.58
17,INDIANA,August,Thunderstorm Wind,,39.41,-87.41
18,IOWA,August,Heavy Rain,0.00K,41.54,-93.76
18,IOWA,August,Heavy Rain,0.00K,41.46,-93.71
27,MICHIGAN,August,Thunderstorm Wind,0.50K,46.57,-87.4
26,TEXAS,August,Excessive Heat,0.00K,,
26,TEXAS,August,Excessive Heat,0.00K,,
26,NEW MEXICO,August,Excessive Heat,0.00K,,
26,TEXAS,August,Excessive Heat,0.00K,,
3,MINNESOTA,March,Extreme Cold/Wind Chill,0.00K,,
20,IOWA,August,Thunderstorm Wind,10.00K,41.23,-93.46
5,IOWA,August,Thunderstorm Wind,30.00K,43.2,-91.53
7,WISCONSIN,August,Thunderstorm Wind,10.00K,44.71,-90.34
7,WISCONSIN,August,Thunderstorm Wind,4.00K,43.98,-89.79
7,WISCONSIN,August,Thunderstorm Wind,2.00K,43.82,-89.61
7,WISCONSIN,August,Thunderstorm Wind,2.00K,44.71,-90.33
7,WISCONSIN,August,Thunderstorm Wind,2.00K,44.3,-91
1,VIRGINIA,August,Lightning,30.00K,36.6299,-79.3778
1,VIRGINIA,August,Heavy Rain,0.00K,37.4328,-79.2136
1,VIRGINIA,August,Heavy Rain,0.00K,37.4869,-79.1483
27,TEXAS,August,Drought,0.00K,,
20,LAKE ERIE,August,Marine Thunderstorm Wind,0.00K,42.001,-83.141
21,LAKE HURON,August,Marine Thunderstorm Wind,0.00K,43.948,-83.286
10,MISSOURI,October,Flood,0.00K,37.8901,-93.2494
10,MISSOURI,October,Flood,0.00K,37.899,-93.102
1,WYOMING,August,Debris Flow,0.00K,43.3017,-110.7534
10,WYOMING,August,Thunderstorm Wind,0.00K,43.6398,-108.2141
11,WYOMING,August,Thunderstorm Wind,0.00K,44.37,-106.72
21,WYOMING,August,Hail,0.00K,42.9314,-106.1862
21,WYOMING,August,Hail,0.50K,43.17,-107.72
21,WYOMING,August,Flash Flood,0.00K,44.02,-107.97
6,NORTH DAKOTA,August,Hail,0.00K,47.29,-101.62
6,NORTH DAKOTA,August,Hail,0.00K,47.37,-102.13
6,NORTH DAKOTA,August,Hail,5.00K,47.19,-101.73
6,NORTH DAKOTA,August,Thunderstorm Wind,0.00K,47.19,-101.73
6,NORTH DAKOTA,August,Hail,0.00K,47.14,-101.76
6,NORTH DAKOTA,August,Hail,0.00K,46.71,-100.94
12,ARKANSAS,August,Excessive Heat,0.00K,,
12,ARKANSAS,August,Excessive Heat,0.00K,,
12,ARKANSAS,August,Excessive Heat,0.00K,,
12,ARKANSAS,August,Excessive Heat,0.00K,,
12,ARKANSAS,August,Excessive Heat,0.00K,,
12,ARKANSAS,August,Excessive Heat,0.00K,,
12,ARKANSAS,August,Excessive Heat,0.00K,,
12,ARKANSAS,August,Excessive Heat,0.00K,,
12,MISSISSIPPI,August,Excessive Heat,0.00K,,
21,MISSOURI,May,Flash Flood,0.00K,37.04,-92.19
21,MISSOURI,May,Flood,0.00K,36.978,-93.7245
7,WISCONSIN,August,Thunderstorm Wind,0.00K,44.73,-87.63
7,WISCONSIN,August,Thunderstorm Wind,0.00K,44.75,-87.48
7,WISCONSIN,August,Thunderstorm Wind,0.00K,44.53,-88.71
7,WISCONSIN,August,Thunderstorm Wind,0.00K,44.61,-88.48
29,NEBRASKA,August,Tornado,0.00K,40.43,-101.09
13,NEBRASKA,August,Flash Flood,0.00K,40.9263,-101.9215
13,NEBRASKA,August,Hail,0.00K,41.51,-102.21
13,NEBRASKA,August,Hail,,41.57,-102.13
13,NEBRASKA,August,Hail,,40.91,-101.64
13,NEBRASKA,August,Hail,,41.3,-102.05
13,NEBRASKA,August,Hail,0.00K,41.06,-102.07
13,NEBRASKA,August,Hail,0.00K,41.11,-102.14
7,ARKANSAS,August,Heat,0.00K,,
7,ARKANSAS,August,Heat,0.00K,,
7,ARKANSAS,August,Heat,0.00K,,
20,MISSOURI,October,Thunderstorm Wind,0.00K,37.02,-93.56
20,KENTUCKY,August,Thunderstorm Wind,10.00K,37.3485,-85.3918
20,KENTUCKY,August,Thunderstorm Wind,10.00K,37.3833,-85.3922
20,KENTUCKY,August,Thunderstorm Wind,10.00K,36.9692,-86.4488
6,SOUTH DAKOTA,August,Hail,,45.58,-100.77
6,SOUTH DAKOTA,August,Hail,,45.47,-100.61
21,MISSOURI,October,Thunderstorm Wind,0.00K,37.1197,-93.3403
23,MISSOURI,May,Heavy Rain,0.00K,37.75,-93.25
20,MISSOURI,May,Hail,0.00K,36.9,-94.23
9,SOUTH DAKOTA,August,Thunderstorm Wind,,44.4619,-100.4256
21,MISSOURI,October,Thunderstorm Wind,0.00K,37.11,-93.35
21,MISSOURI,May,Flood,0.00K,36.9,-94.37
8,PENNSYLVANIA,August,Thunderstorm Wind,1.00K,40.42,-80.14
8,PENNSYLVANIA,August,Thunderstorm Wind,0.50K,40.3263,-80.0379
17,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,41.456,-79.3943
17,PENNSYLVANIA,August,Thunderstorm Wind,2.00K,41.44,-79.35
17,PENNSYLVANIA,August,Thunderstorm Wind,3.00K,41.3538,-79.4391
20,OHIO,August,Thunderstorm Wind,10.00K,40.4,-81.09
20,OHIO,August,Thunderstorm Wind,3.00K,40.3653,-81.0206
20,OHIO,August,Thunderstorm Wind,1.00K,40.08,-80.9
15,VIRGINIA,August,Hail,0.00K,37.24,-79.22
15,VIRGINIA,August,Thunderstorm Wind,1.00K,37.5027,-79.1836
15,VIRGINIA,August,Thunderstorm Wind,0.50K,37.0871,-79.9869
15,VIRGINIA,August,Thunderstorm Wind,1.00K,37.07,-79.92
10,MINNESOTA,August,Tornado,0.00K,43.61,-94.41
17,MINNESOTA,August,Thunderstorm Wind,0.00K,43.96,-94.79
17,MINNESOTA,August,Thunderstorm Wind,0.00K,43.9815,-94.6403
17,MINNESOTA,August,Thunderstorm Wind,0.00K,43.9945,-94.5848
17,MINNESOTA,August,Thunderstorm Wind,0.00K,43.77,-94.17
17,MINNESOTA,August,Thunderstorm Wind,0.00K,43.93,-93.96
17,MINNESOTA,August,Thunderstorm Wind,0.00K,44.15,-94
17,MINNESOTA,August,Thunderstorm Wind,15.00K,44.12,-93.71
18,MINNESOTA,August,Thunderstorm Wind,0.00K,43.67,-93.36
13,MINNESOTA,August,Funnel Cloud,0.00K,45.26,-95.23
20,MINNESOTA,August,Hail,,47.38,-96.23
20,MINNESOTA,August,Thunderstorm Wind,,47.3,-96.39
20,MINNESOTA,August,Hail,,47.26,-96.26
20,MINNESOTA,August,Thunderstorm Wind,,47.15,-95.92
13,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,36.43,-77.77
13,NORTH CAROLINA,August,Thunderstorm Wind,10.00K,35.89,-79.99
13,NORTH CAROLINA,August,Thunderstorm Wind,2.00K,36.11,-78.45
13,NORTH CAROLINA,August,Thunderstorm Wind,5.00K,35.97,-77.96
13,NORTH CAROLINA,August,Thunderstorm Wind,2.00K,35.88,-77.76
13,NORTH CAROLINA,August,Thunderstorm Wind,1.00K,35.66,-78.51
7,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.5491,-76.0094
7,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.05,-75.43
7,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.22,-75.3
19,NEW JERSEY,August,Flash Flood,0.00K,39.9611,-75.0556
8,NEW JERSEY,August,Lightning,0.00K,40.74,-74.39
8,NEW JERSEY,August,Thunderstorm Wind,0.00K,41.06,-74.77
8,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.9733,-74.7211
8,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.8781,-74.8333
8,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.89,-74.57
18,PENNSYLVANIA,August,Hail,0.00K,40.67,-75.49
18,PENNSYLVANIA,August,Hail,0.00K,40.67,-75.48
18,PENNSYLVANIA,August,Hail,0.00K,40.68,-75.49
18,PENNSYLVANIA,August,Hail,0.00K,40.68,-75.49
18,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.65,-75.47
22,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.7472,-74.3862
22,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.7827,-74.3911
18,PENNSYLVANIA,August,Lightning,0.00K,40.17,-75
21,ALASKA,August,Flood,350.00K,60.38,-149.4796
11,LOUISIANA,August,Excessive Heat,0.00K,,
11,LOUISIANA,August,Excessive Heat,0.00K,,
11,LOUISIANA,August,Excessive Heat,0.00K,,
26,TEXAS,August,Heat,0.00K,,
26,TEXAS,August,Heat,0.00K,,
26,TEXAS,August,Heat,0.00K,,
17,SOUTH DAKOTA,August,Hail,0.00K,43.85,-100.43
17,SOUTH DAKOTA,August,Hail,0.00K,44.52,-99.36
17,SOUTH DAKOTA,August,Hail,,43.91,-100.06
17,SOUTH DAKOTA,August,Hail,0.00K,44.45,-98.8
17,SOUTH DAKOTA,August,Hail,,44.91,-97.17
17,SOUTH DAKOTA,August,Hail,0.00K,44.73,-100.1
17,SOUTH DAKOTA,August,Thunderstorm Wind,0.00K,43.76,-100.18
17,SOUTH DAKOTA,August,Thunderstorm Wind,,45.76,-96.83
17,SOUTH DAKOTA,August,Thunderstorm Wind,,43.8,-99.38
17,SOUTH DAKOTA,August,Thunderstorm Wind,0.00K,44.56,-100.32
1,KANSAS,July,Thunderstorm Wind,,39.85,-101.04
1,KANSAS,July,Thunderstorm Wind,,39.51,-101.57
1,KANSAS,July,Thunderstorm Wind,,39.886,-101.0078
1,KANSAS,July,Thunderstorm Wind,,39.8044,-101.0859
1,KANSAS,July,Thunderstorm Wind,,39.49,-101.63
1,KANSAS,July,Thunderstorm Wind,,39.51,-101.57
1,KANSAS,July,Thunderstorm Wind,,39.78,-101.37
29,COLORADO,July,Hail,,39.3,-102.6
11,COLORADO,August,Thunderstorm Wind,0.00K,40.15,-102.23
9,IOWA,September,Tornado,0.00K,41.7542,-94.017
26,OKLAHOMA,August,Thunderstorm Wind,0.00K,35.29,-97.41
26,OKLAHOMA,August,Thunderstorm Wind,15.00K,35.34,-97.46
26,OKLAHOMA,August,Flash Flood,5.00K,35.5416,-97.4752
26,OKLAHOMA,August,Thunderstorm Wind,0.00K,35.45,-97.42
26,OKLAHOMA,August,Thunderstorm Wind,5.00K,35.51,-97.57
26,OKLAHOMA,August,Thunderstorm Wind,0.00K,35.47,-97.46
26,OKLAHOMA,August,Thunderstorm Wind,0.00K,35.42,-97.39
26,OKLAHOMA,August,Thunderstorm Wind,0.00K,35.41,-97.39
26,OKLAHOMA,August,Thunderstorm Wind,5.00K,35.5,-97.27
20,IOWA,August,Heavy Rain,0.00K,41.92,-93.41
19,IOWA,August,Heavy Rain,0.00K,42.2,-92.46
20,ILLINOIS,August,Thunderstorm Wind,0.00K,39.85,-88.93
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.2,-88.4
20,ILLINOIS,August,Thunderstorm Wind,0.00K,39.92,-88.57
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.0985,-88.2822
20,ILLINOIS,August,Thunderstorm Wind,0.00K,39.87,-88.17
20,ILLINOIS,August,Thunderstorm Wind,0.00K,39.6,-88.32
21,MISSOURI,October,Tornado,25.00K,36.853,-92.4388
21,MISSOURI,October,Tornado,0.00K,36.9715,-92.0525
10,OKLAHOMA,August,Excessive Heat,0.00K,,
11,OKLAHOMA,August,Excessive Heat,0.00K,,
11,OKLAHOMA,August,Excessive Heat,0.00K,,
11,OKLAHOMA,August,Excessive Heat,0.00K,,
11,OKLAHOMA,August,Excessive Heat,0.00K,,
19,ARKANSAS,August,Excessive Heat,0.00K,,
19,ARKANSAS,August,Excessive Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
21,NORTH CAROLINA,August,Thunderstorm Wind,50.00K,35.736,-81.064
21,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,35.629,-80.89
22,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,35.933,-81.528
22,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,35.2,-81.534
22,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,35.678,-82.802
22,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,35.736,-81.434
13,KANSAS,August,Thunderstorm Wind,0.00K,38.27,-98.76
13,KANSAS,August,Thunderstorm Wind,0.00K,38.33,-98.77
13,KANSAS,August,Thunderstorm Wind,0.00K,38.37,-98.77
13,KANSAS,August,Thunderstorm Wind,0.00K,38.36,-98.8
13,KANSAS,August,Thunderstorm Wind,0.00K,38.33,-98.85
13,KANSAS,August,Flood,0.00K,38.3779,-98.8092
13,KANSAS,August,Thunderstorm Wind,0.00K,37.97,-98.31
13,KANSAS,August,Thunderstorm Wind,0.00K,37.46,-97.77
8,NEW MEXICO,August,Hail,0.00K,36.74,-103.99
8,NEW MEXICO,August,Hail,0.00K,35.9,-103.53
8,NEW MEXICO,August,Flash Flood,50.00K,36.7746,-103.9871
8,OHIO,August,Thunderstorm Wind,1.00K,40.0307,-83.833
8,OHIO,August,Thunderstorm Wind,0.00K,40.0493,-83.8786
8,OHIO,August,Thunderstorm Wind,2.00K,39.9982,-82.6141
13,LOUISIANA,August,Heat,0.00K,,
13,LOUISIANA,August,Heat,0.00K,,
13,LOUISIANA,August,Heat,0.00K,,
16,NEBRASKA,August,Hail,,41.83,-103.67
16,NEBRASKA,August,Hail,,41.87,-103.66
16,NEBRASKA,August,Hail,,41.87,-103.66
16,NEBRASKA,August,Hail,,41.83,-103.67
20,MISSOURI,August,Thunderstorm Wind,1.00K,37.18,-89.67
30,GULF OF MEXICO,August,Marine Thunderstorm Wind,0.00K,27.6,-82.65
30,GULF OF MEXICO,August,Marine Thunderstorm Wind,0.00K,27.61,-82.76
30,GULF OF MEXICO,August,Marine Thunderstorm Wind,0.00K,27.99,-82.83
30,GULF OF MEXICO,August,Waterspout,0.00K,27.77,-82.88
30,OHIO,August,Thunderstorm Wind,1.00K,39.1,-84.1235
7,WYOMING,August,Flash Flood,0.00K,41.9165,-104.8699
20,NEBRASKA,August,Thunderstorm Wind,,41.83,-103.67
20,NEBRASKA,August,Thunderstorm Wind,,41.87,-103.64
20,NEBRASKA,August,Hail,,41.87,-103.67
20,NEBRASKA,August,Thunderstorm Wind,,41.8,-103.67
22,TEXAS,August,Heat,0.00K,,
22,TEXAS,August,Heat,0.00K,,
22,TEXAS,August,Heat,0.00K,,
20,INDIANA,August,Thunderstorm Wind,2.00K,40.2,-87.41
20,INDIANA,August,Thunderstorm Wind,1.00K,40.11,-87.26
20,INDIANA,August,Thunderstorm Wind,1.00K,39.47,-87.38
20,INDIANA,August,Thunderstorm Wind,1.00K,40.05,-87.12
12,ILLINOIS,August,Heat,0.00K,,
12,ILLINOIS,August,Heat,0.00K,,
13,KENTUCKY,August,Heat,0.00K,,
13,KENTUCKY,August,Heat,0.00K,,
11,MONTANA,August,Hail,0.00K,45.9,-108.3
11,MONTANA,August,Hail,0.00K,45.95,-108.16
8,KANSAS,June,Hail,,39.88,-101.13
8,KANSAS,June,Thunderstorm Wind,2.00K,39.337,-101.5467
14,KANSAS,June,Dust Storm,0.00K,,
11,MONTANA,August,Thunderstorm Wind,0.00K,45.8,-108.55
11,MONTANA,August,Thunderstorm Wind,0.00K,46.4,-105.85
17,PENNSYLVANIA,August,Thunderstorm Wind,5.00K,41.02,-78.44
18,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,41.47,-78.41
18,PENNSYLVANIA,August,Hail,0.00K,41.5133,-78.2407
18,PENNSYLVANIA,August,Hail,0.00K,40.34,-76.42
18,PENNSYLVANIA,August,Thunderstorm Wind,4.00K,41.6102,-78.8401
18,PENNSYLVANIA,August,Thunderstorm Wind,2.00K,41.6493,-78.8019
15,OHIO,August,Thunderstorm Wind,0.00K,41.53,-83.21
15,OHIO,August,Thunderstorm Wind,0.00K,41.54,-83.22
15,OHIO,August,Thunderstorm Wind,0.00K,41.37,-81.68
15,PENNSYLVANIA,August,Hail,0.00K,41.91,-79.83
15,PENNSYLVANIA,August,Hail,0.00K,41.96,-79.76
15,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,41.52,-80.08
15,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,41.59,-80.14
17,OHIO,August,Thunderstorm Wind,0.00K,41.32,-81.35
26,INDIANA,August,Tornado,0.00K,40.7855,-87.4889
22,ILLINOIS,August,Rip Current,0.00K,,
7,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.41,-76.44
2,PENNSYLVANIA,August,Thunderstorm Wind,3.00K,40.509,-78.3978
2,PENNSYLVANIA,August,Thunderstorm Wind,8.00K,40.5488,-78.4
22,TEXAS,August,Flash Flood,0.50K,31.0101,-103.0673
28,SOUTH DAKOTA,November,Winter Weather,,,
27,COLORADO,October,Winter Weather,0.00K,,
8,NEW YORK,August,Thunderstorm Wind,,42.6,-74.33
8,NEW YORK,August,Thunderstorm Wind,,42.66,-74.13
8,NEW YORK,August,Thunderstorm Wind,,42.82,-74.26
8,NEW YORK,August,Thunderstorm Wind,,42.82,-74.31
8,NEW YORK,August,Thunderstorm Wind,,42.67,-74.12
8,NEW YORK,August,Thunderstorm Wind,,42.51,-74.05
15,VIRGINIA,August,Thunderstorm Wind,,38.78,-78.6
15,VIRGINIA,August,Thunderstorm Wind,,38.68,-78.43
15,VIRGINIA,August,Thunderstorm Wind,,38.5,-78.59
15,VIRGINIA,August,Thunderstorm Wind,,38.46,-78.21
21,NEW YORK,August,Lightning,1.00K,42.53,-73.75
21,NEW YORK,August,Tornado,,43.02,-74.38
21,NEW YORK,August,Thunderstorm Wind,,42.92,-73.96
21,NEW YORK,August,Thunderstorm Wind,,42.91,-73.93
21,NEW YORK,August,Thunderstorm Wind,,43.15,-74.49
26,MISSOURI,August,Thunderstorm Wind,0.00K,37.9,-92.38
26,MISSOURI,August,Thunderstorm Wind,10.00K,37.9426,-91.777
26,MISSOURI,August,Thunderstorm Wind,5.00K,37.189,-93.8092
26,MISSOURI,August,Thunderstorm Wind,0.00K,37.22,-93.84
26,MISSOURI,August,Thunderstorm Wind,0.00K,36.9833,-93.7185
17,INDIANA,August,Thunderstorm Wind,,39.48,-87.3
17,MINNESOTA,August,Flood,0.00K,45.75,-96.39
8,MASSACHUSETTS,August,Thunderstorm Wind,0.00K,41.25,-70.06
8,MASSACHUSETTS,August,Thunderstorm Wind,0.30K,42.5012,-72.3383
5,NORTH CAROLINA,August,Flash Flood,0.00K,35.8798,-78.7356
5,NORTH CAROLINA,August,Flash Flood,0.00K,35.7579,-78.792
19,CONNECTICUT,August,Thunderstorm Wind,1.00K,41.762,-72.3234
18,IOWA,August,Heavy Rain,0.00K,41.4,-94.99
18,IOWA,August,Heavy Rain,0.00K,41.18,-93.75
26,TEXAS,August,Excessive Heat,0.00K,,
26,TEXAS,August,Excessive Heat,0.00K,,
15,PENNSYLVANIA,August,Thunderstorm Wind,4.00K,40.4785,-77.9076
30,FLORIDA,August,Coastal Flood,0.00K,,
20,IOWA,August,Thunderstorm Wind,100.00K,41.19,-93.38
18,IOWA,August,Thunderstorm Wind,15.00K,43.27,-91.48
13,ALABAMA,August,Heat,0.00K,,
13,TENNESSEE,August,Heat,0.00K,,
13,TENNESSEE,August,Thunderstorm Wind,0.20K,35.36,-86.3
4,ALABAMA,August,Thunderstorm Wind,,34.9581,-87.4306
15,NEBRASKA,August,Hail,,40.0304,-95.7078
21,NEBRASKA,August,Thunderstorm Wind,,40.2652,-96.7469
26,NEBRASKA,August,Hail,,40.11,-96.94
11,MISSOURI,October,Flash Flood,0.00K,36.64,-93.21
3,MINNESOTA,March,Extreme Cold/Wind Chill,0.00K,,
3,MINNESOTA,March,Extreme Cold/Wind Chill,0.00K,,
27,NEBRASKA,May,Thunderstorm Wind,0.00K,40.66,-100.62
11,MISSOURI,October,Flood,0.00K,36.6015,-94.1837
11,MISSOURI,October,Flood,0.00K,36.966,-92.7266
11,MISSOURI,October,Flood,10.00K,36.86,-92.83
21,WYOMING,August,Thunderstorm Wind,0.00K,43.5855,-106.2
22,WYOMING,August,Thunderstorm Wind,0.00K,44.52,-108.08
22,WYOMING,August,Hail,0.00K,44.35,-106.1333
23,WYOMING,August,Tornado,0.00K,42.93,-106.35
1,TEXAS,August,Drought,0.00K,,
1,TEXAS,August,Drought,0.00K,,
6,NORTH DAKOTA,August,Hail,0.00K,46.56,-100.74
6,NORTH DAKOTA,August,Hail,0.00K,47.11,-101.24
6,NORTH DAKOTA,August,Hail,0.00K,46.77,-100.69
6,NORTH DAKOTA,August,Hail,0.00K,46.77,-100.68
6,NORTH DAKOTA,August,Thunderstorm Wind,0.00K,46.82,-100.64
6,NORTH DAKOTA,August,Thunderstorm Wind,0.00K,46.94,-101.09
19,TENNESSEE,August,Heat,0.00K,,
19,TENNESSEE,August,Heat,0.00K,,
19,TENNESSEE,August,Heat,0.00K,,
19,TENNESSEE,August,Heat,0.00K,,
19,TENNESSEE,August,Heat,0.00K,,
19,TENNESSEE,August,Heat,0.00K,,
19,TENNESSEE,August,Heat,0.00K,,
19,TENNESSEE,August,Heat,0.00K,,
19,TENNESSEE,August,Heat,0.00K,,
19,TENNESSEE,August,Heat,0.00K,,
9,SOUTH DAKOTA,March,Winter Weather,0.00K,,
9,SOUTH DAKOTA,March,Winter Weather,0.00K,,
7,WISCONSIN,August,Thunderstorm Wind,0.00K,44.44,-87.91
7,WISCONSIN,August,Thunderstorm Wind,0.00K,44.5439,-87.7437
7,WISCONSIN,August,Thunderstorm Wind,0.00K,44.01,-88.55
7,WISCONSIN,August,Thunderstorm Wind,0.00K,44.0355,-88.159
13,NEBRASKA,August,Hail,0.00K,41.29,-101.92
13,NEBRASKA,August,Hail,0.00K,41.1,-101.89
13,NEBRASKA,August,Hail,0.00K,41.06,-102.13
13,NEBRASKA,August,Hail,0.00K,40.91,-101.64
13,NEBRASKA,August,Hail,0.00K,40.84,-101.53
13,NEBRASKA,August,Thunderstorm Wind,0.00K,40.91,-101.64
13,NEBRASKA,August,Thunderstorm Wind,0.00K,40.94,-101.67
13,NEBRASKA,August,Hail,0.00K,41.24,-102.08
10,OKLAHOMA,August,Heat,0.00K,,
10,ARKANSAS,August,Heat,0.00K,,
10,ARKANSAS,August,Heat,0.00K,,
20,MISSOURI,October,Thunderstorm Wind,0.00K,37.21,-93.28
23,MISSOURI,May,Heavy Rain,0.00K,37.18,-94.31
23,MISSOURI,May,Thunderstorm Wind,0.00K,36.9919,-94.3514
6,SOUTH DAKOTA,August,Hail,,45.1028,-100.2969
6,SOUTH DAKOTA,August,Hail,,44.89,-100.14
16,NEBRASKA,June,Thunderstorm Wind,,40.05,-101.53
16,KANSAS,June,Thunderstorm Wind,0.00K,39.7851,-101.2227
20,MISSOURI,May,Hail,1.00K,36.5,-94.17
20,MISSOURI,May,Flash Flood,0.00K,37.18,-94.31
14,KANSAS,June,Thunderstorm Wind,0.00K,39.09,-100.73
21,MISSOURI,October,Thunderstorm Wind,30.00K,37.21,-93.25
21,MISSOURI,October,Thunderstorm Wind,0.00K,37.21,-93.28
21,MISSOURI,October,Thunderstorm Wind,0.00K,36.99,-93.18
8,PENNSYLVANIA,August,Thunderstorm Wind,1.00K,40.34,-79.81
8,PENNSYLVANIA,August,Thunderstorm Wind,1.00K,40.255,-79.7016
17,PENNSYLVANIA,August,Thunderstorm Wind,3.00K,41.38,-79.32
17,PENNSYLVANIA,August,Thunderstorm Wind,2.00K,41.38,-79.36
17,PENNSYLVANIA,August,Thunderstorm Wind,5.00K,41.31,-79.37
20,OHIO,August,Thunderstorm Wind,10.00K,40.09,-80.9
20,OHIO,August,Thunderstorm Wind,3.00K,40.18,-80.77
20,WEST VIRGINIA,August,Thunderstorm Wind,10.00K,39.53,-80.34
26,MINNESOTA,August,Tornado,200.00K,45.7307,-93.5849
26,MINNESOTA,August,Hail,0.00K,43.95,-94.17
5,WISCONSIN,August,Hail,0.00K,44.62,-91.27
5,WISCONSIN,August,Hail,0.00K,44.61,-90.98
20,MINNESOTA,August,Thunderstorm Wind,15.00K,45.1248,-93.8744
18,WEST VIRGINIA,August,Thunderstorm Wind,10.00K,37.6476,-80.514
18,NEW YORK,August,Hail,0.00K,42.25,-76.73
18,NEW YORK,August,Thunderstorm Wind,5.00K,42.23,-76.66
18,NEW YORK,August,Thunderstorm Wind,5.00K,42.24,-76.63
18,NEW YORK,August,Lightning,5.00K,42.93,-76.57
18,NEW YORK,August,Hail,0.00K,42.22,-76.49
18,NEW YORK,August,Thunderstorm Wind,10.00K,42.22,-76.49
18,NEW YORK,August,Thunderstorm Wind,10.00K,42.97,-76.34
18,NEW YORK,August,Thunderstorm Wind,5.00K,42.22,-76.49
18,NEW YORK,August,Hail,0.00K,42.98,-76.34
18,NEW YORK,August,Thunderstorm Wind,10.00K,42.29,-75.89
18,NEW YORK,August,Thunderstorm Wind,10.00K,42.28,-75.86
18,NEW YORK,August,Thunderstorm Wind,10.00K,42.08,-75.82
18,NEW YORK,August,Thunderstorm Wind,5.00K,42.31,-75.64
18,NEW YORK,August,Thunderstorm Wind,10.00K,42.07,-75.51
18,NEW YORK,August,Thunderstorm Wind,10.00K,42.28,-75.25
18,NEW YORK,August,Thunderstorm Wind,5.00K,42.19,-75.09
18,NEW YORK,August,Thunderstorm Wind,10.00K,41.83,-75.05
20,MINNESOTA,August,Thunderstorm Wind,,47.1,-95.78
20,MINNESOTA,August,Thunderstorm Wind,,47.02,-95.57
20,MINNESOTA,August,Hail,,46.76,-95.45
20,MINNESOTA,August,Hail,,46.61,-95.37
17,NORTH CAROLINA,August,Thunderstorm Wind,5.00K,36.1044,-80.3893
17,NORTH CAROLINA,August,Thunderstorm Wind,1.50K,36.0881,-80.4404
17,NORTH CAROLINA,August,Thunderstorm Wind,5.00K,36.22,-78.44
19,NORTH CAROLINA,August,Flash Flood,10.00K,36.07,-79.78
19,NORTH CAROLINA,August,Thunderstorm Wind,2.00K,35.36,-79.09
19,NORTH CAROLINA,August,Thunderstorm Wind,1.00K,35.04,-78.84
7,PENNSYLVANIA,August,Thunderstorm Wind,,40.2262,-75.3096
7,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.2955,-75.2867
7,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.31,-75.13
8,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.91,-74.65
8,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.85,-74.57
8,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.87,-74.4
15,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.96,-75.79
7,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.7112,-74.7666
19,DELAWARE,August,Hail,0.00K,38.7,-75.08
